tanggal,waktu,text,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_Tidak_Baku_hash,normalisasi_fixed,translated_text,synonym,stopword_removal,tokenize,final_word_count
Mon Jun 08,09:13:56,"@damarbowo tapi skrng gaji dosen murah, ukt mahal",tapi skrng gaji dosen murah ukt mahal,tapi skrng gaji dosen murah ukt mahal,tapi sekarang gaji dosen murah ukt mahal,['sekarang'],['skrng'],[5523332572350176032],tapi sekarang gaji dosen murah ukt mahal,but now lecturers salaries are cheap to expensive,but now lecturer salary are cheap to expensive,lecturer salary cheap expensive,"['lecturer', 'salary', 'cheap', 'expensive']",4
Mon Jun 08,08:46:41,Gaji dosen yang se-imut itu harus bertarung dengan APC Q2 sebesar ini 😭😭 https://t.co/DAWXNT16is,Gaji dosen yang se imut itu harus bertarung dengan APC Q2 sebesar ini,gaji dosen yang se imut itu harus bertarung dengan apc q2 sebesar ini,gaji dosen yang se imut itu harus bertarung dengan apc q2 sebesar ini,[],[],[],gaji dosen yang se imut itu harus bertarung dengan apc q2 sebesar ini,such cute lecturer salaries have to compete with an apc q2 of this size,such cute lecturer salary have to compete with an apc q2 of this size,cute lecturer salary compete apc q2 size,"['cute', 'lecturer', 'salary', 'compete', 'apc', 'q2', 'size']",7
Mon Jun 08,05:42:26,"@pingachm Ah, ga nyampe otak lu.
Scale matter!

Lagian daripada ngemurahin ukt buat BANYAK orang mending naikin gaji dosen dulu.

Lagian univ murah lain masih banyak tuh ada UT",Ah ga nyampe otak lu Scale matter Lagian daripada ngemurahin ukt buat BANYAK orang mending naikin gaji dosen dulu Lagian univ murah lain masih banyak tuh ada UT,ah ga nyampe otak lu scale matter lagian daripada ngemurahin ukt buat banyak orang mending naikin gaji dosen dulu lagian univ murah lain masih banyak tuh ada ut,ah tidak sampai otak kamu scale matter lagian daripada ngemurahin ukt buat banyak orang mending naikin gaji dosen dulu lagian universitas murah lain masih banyak tuh ada ut,"['tidak', 'sampai', 'kamu', 'universitas']","['ga', 'nyampe', 'lu', 'univ']","[-6394627196483031571, -5770325142199896545, -4919935167860263417, -4766677428480916821]",ah tidak sampai otak kamu scale matter lagian daripada ngemurahin ukt buat banyak orang mending naikin gaji dosen dulu lagian universitas murah lain masih banyak tuh ada ut,ah it not up to your brain to scale matter besides instead of making it cheap for many people it better to increase lecturers salaries first besides there are still lots of other cheap universities available for you,ah it not up to your brain to scale matter besides instead of making it cheap for many people it better to increase lecturer salary first besides there are still lots of other cheap institution available for you,ah brain scale matter besides instead making cheap better increase lecturer salary besides lots cheap institution available,"['ah', 'brain', 'scale', 'matter', 'besides', 'instead', 'making', 'cheap', 'better', 'increase', 'lecturer', 'salary', 'besides', 'lots', 'cheap', 'institution', 'available']",17
Mon Jun 08,05:37:17,"Sedikit back story, aku dan temanku initiate small group utk 30 anak2 bimbingan beliau. Masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi jg teman yang baik 😭😭 

Aku sudah merencanakan ketemu masnya dari awal 2026 cm belum2 jg krn sibuk",Sedikit back story aku dan temanku initiate small group utk anak2 bimbingan beliau Masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi jg teman yang baik Aku sudah merencanakan ketemu masnya dari awal cm belum2 jg krn sibuk,sedikit back story aku dan temanku initiate small group utk anak2 bimbingan beliau masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi jg teman yang baik aku sudah merencanakan ketemu masnya dari awal cm belum2 jg krn sibuk,sedikit back story aku dan temanku initiate small group untuk anak-anak bimbingan beliau masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi juga teman yang baik aku sudah merencanakan ketemu masnya dari awal cuma belum2 juga karena sibuk,"['untuk', 'anak-anak', 'juga', 'cuma', 'juga', 'karena']","['utk', 'anak2', 'jg', 'cm', 'jg', 'krn']","[9023327131445364659, 8212433022505558933, 5007721182759775718, 813262908671806774, 5007721182759775718, -6551984754150678451]",sedikit back story aku dan temanku initiate small group untuk anak-anak bimbingan beliau masnya dosen honorer yang amat kami sayang karena beliau bukan hanya dosen berkualitas tapi juga teman yang baik aku sudah merencanakan ketemu masnya dari awal cuma belum2 juga karena sibuk,a little back story of my friend and i initiated a small group for children guided by his bro an honorary lecturer who we really love because he is not only a quality lecturer but also a good friend i had planned to meet him from the start but i haven t yet because he busy,a little back story of my friend and i initiated a small group for children guided by his bro an salary lecturer who we really love because he is not only a quality lecturer but also a good friend i had planned to meet him from the start but i haven t yet because he busy,little back story friend initiated group children guided bro salary lecturer love quality lecturer friend planned meet start yet busy,"['little', 'back', 'story', 'friend', 'initiated', 'group', 'children', 'guided', 'bro', 'salary', 'lecturer', 'love', 'quality', 'lecturer', 'friend', 'planned', 'meet', 'start', 'yet', 'busy']",20
Mon Jun 08,04:40:27,"@heyrockapolka @BetaEpsilonPhi Kalo dosen terima gaji tapi gak ngerjakan tugasnya, berarti dia makan harta orang lain tanpa hak. Satu kategori sama rampok dan koruptor. Lebih besar dosanya daripada sekedar ""gak beradab"".",Kalo dosen terima gaji tapi gak ngerjakan tugasnya berarti dia makan harta orang lain tanpa hak Satu kategori sama rampok dan koruptor Lebih besar dosanya daripada sekedar gak beradab,kalo dosen terima gaji tapi gak ngerjakan tugasnya berarti dia makan harta orang lain tanpa hak satu kategori sama rampok dan koruptor lebih besar dosanya daripada sekedar gak beradab,kalau dosen terima gaji tapi tidak ngerjakan tugasnya berarti dia makan harta orang lain tanpa hak satu kategori sama rampok dan koruptor lebih besar dosanya daripada sekedar tidak beradab,"['kalau', 'tidak', 'tidak']","['kalo', 'gak', 'gak']","[-251589963927279761, 3010220660196730482, 3010220660196730482]",kalau dosen terima gaji tapi tidak ngerjakan tugasnya berarti dia makan harta orang lain tanpa hak satu kategori sama rampok dan koruptor lebih besar dosanya daripada sekedar tidak beradab,if a lecturer receives a salary but does not carry out his duties it means that he eats other people property without rights which is in the same category as robbers and corruptors the sin is greater than just being uncivilized,if a lecturer receives a salary but does not carry out his duties it means that he eats other people property without rights which is in the same category as robbers and corruptors the sin is greater than just being uncivilized,lecturer receives salary carry duties means eats property without rights category robbers corruptors sin greater uncivilized,"['lecturer', 'receives', 'salary', 'carry', 'duties', 'means', 'eats', 'property', 'without', 'rights', 'category', 'robbers', 'corruptors', 'sin', 'greater', 'uncivilized']",16
Mon Jun 08,03:18:21,"@arcalodia @stfnyqkr_ @kapankapanyak_ “Maunya gimana selain stop mbg?”Yg jadi masalah ya banyak, dr upah tidak layak sampai biaya pendidikan yg melambung tinggi. Ya lu pilihlah mana yang mau diselesaikan duluan. Upah ga layak, biaya pendidikan tinggi, itu pun gaji guru dan dosen masih aja ga layak. Harusnya yg lu —",Maunya gimana selain stop mbg Yg jadi masalah ya banyak dr upah tidak layak sampai biaya pendidikan yg melambung tinggi Ya lu pilihlah mana yang mau diselesaikan duluan Upah ga layak biaya pendidikan tinggi itu pun gaji guru dan dosen masih aja ga layak Harusnya yg lu,maunya gimana selain stop mbg yg jadi masalah ya banyak dr upah tidak layak sampai biaya pendidikan yg melambung tinggi ya lu pilihlah mana yang mau diselesaikan duluan upah ga layak biaya pendidikan tinggi itu pun gaji guru dan dosen masih aja ga layak harusnya yg lu,maunya bagaimana selain stop mbak yang jadi masalah ya banyak dari upah tidak layak sampai biaya pendidikan yang melambung tinggi ya kamu pilihlah mana yang mau diselesaikan duluan upah tidak layak biaya pendidikan tinggi itu pun gaji guru dan dosen masih saja tidak layak harusnya yang kamu,"['bagaimana', 'mbak', 'yang', 'dari', 'yang', 'kamu', 'tidak', 'saja', 'tidak', 'yang', 'kamu']","['gimana', 'mbg', 'yg', 'dr', 'yg', 'lu', 'ga', 'aja', 'ga', 'yg', 'lu']","[-6553119271696507152, -7841306949393213849, 6026876920451960175, -7070690808058618651, 6026876920451960175, -4919935167860263417, -6394627196483031571, 3102073081575664814, -6394627196483031571, 6026876920451960175, -4919935167860263417]",maunya bagaimana selain stop mbak yang jadi masalah ya banyak dari upah tidak layak sampai biaya pendidikan yang melambung tinggi ya kamu pilihlah mana yang mau diselesaikan duluan upah tidak layak biaya pendidikan tinggi itu pun gaji guru dan dosen masih saja tidak layak harusnya yang kamu,what do you want apart from quitting sis the problems are many from inadequate wages to skyrocketing education costs so you choose which one you want to solve first wages are not adequate the costs of higher education even the salaries of teachers and lecturers are still not adequate what should you do,what do you want apart from quitting sis the problems are many from inadequate salary to skyrocketing education costs so you choose which one you want to solve first salary are not adequate the costs of higher education even the salary of lecturer and lecturer are still not adequate what should you do,apart quitting problems inadequate salary skyrocketing education costs choose solve salary adequate costs higher education salary lecturer lecturer adequate,"['apart', 'quitting', 'problems', 'inadequate', 'salary', 'skyrocketing', 'education', 'costs', 'choose', 'solve', 'salary', 'adequate', 'costs', 'higher', 'education', 'salary', 'lecturer', 'lecturer', 'adequate']",19
Mon Jun 08,00:43:04,"@dinoyaurs @Kuykuy41867324 @rayqusa Sampe kapanpun pemerintah bobrok  mau mengharapkan apa? Kuliah full gratis? Gaji guru honorer SD aja masih menyedihkan, mana mau pemerintah bayarin gaji dosen.",Sampe kapanpun pemerintah bobrok mau mengharapkan apa Kuliah full gratis Gaji guru honorer SD aja masih menyedihkan mana mau pemerintah bayarin gaji dosen,sampe kapanpun pemerintah bobrok mau mengharapkan apa kuliah full gratis gaji guru honorer sd aja masih menyedihkan mana mau pemerintah bayarin gaji dosen,sampai kapanpun pemerintah bobrok mau mengharapkan apa kuliah full gratis gaji guru honorer sd saja masih menyedihkan mana mau pemerintah bayarin gaji dosen,"['sampai', 'saja']","['sampe', 'aja']","[-9161811444575076394, 3102073081575664814]",sampai kapanpun pemerintah bobrok mau mengharapkan apa kuliah full gratis gaji guru honorer institution saja masih menyedihkan mana mau pemerintah bayarin gaji dosen,until whenever the government is in disrepair what does it want to expect from full free tuition even the salaries of honorary institutional teachers are still pathetic how can the government want to pay lecturers salaries,until whenever the government is in disrepair what does it want to expect from full free tuition even the salary of salary institutional lecturer are still pathetic how can the government want to salary lecturer salary,whenever government disrepair expect full free tuition salary salary institutional lecturer pathetic government salary lecturer salary,"['whenever', 'government', 'disrepair', 'expect', 'full', 'free', 'tuition', 'salary', 'salary', 'institutional', 'lecturer', 'pathetic', 'government', 'salary', 'lecturer', 'salary']",16
Sun Jun 07,20:33:27,"@scentsaurus @americanona02 Dosen UNS banyak yg gitu. Bahkan yg rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 30-60menit dari rumah ke kampus 😢 padahal gaji ga sebrapa, tp proyek dan jabatanya jgn ditanya",Dosen UNS banyak yg gitu Bahkan yg rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 60menit dari rumah ke kampus padahal gaji ga sebrapa tp proyek dan jabatanya jgn ditanya,dosen uns banyak yg gitu bahkan yg rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 60menit dari rumah ke kampus padahal gaji ga sebrapa tp proyek dan jabatanya jgn ditanya,dosen uns banyak yang begitu bahkan yang rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 60menit dari rumah ke kampus padahal gaji tidak sebrapa tapi proyek dan jabatanya jangan ditanya,"['yang', 'begitu', 'yang', 'tidak', 'tapi', 'jangan']","['yg', 'gitu', 'yg', 'ga', 'tp', 'jgn']","[6026876920451960175, 8875302584390567392, 6026876920451960175, -6394627196483031571, -6771477115786454971, -8773398146219049215]",dosen uns banyak yang begitu bahkan yang rumahnya seragentina itu tiap hari harus bayar tol dan menempuh jalan 60menit dari rumah ke kampus padahal gaji tidak sebrapa tapi proyek dan jabatanya jangan ditanya,there are many uns lecturers who are like that even those whose homes are in serena every day they have to pay tolls and travel 60 minutes from home to campus even though the salary is not that much but the project and position are not to be asked,there are many uns lecturer who are like that even those whose homes are in serena every day they have to salary tolls and travel 60 minutes from home to institution even though the salary is not that much but the project and position are not to be asked,uns lecturer whose homes serena every day salary tolls travel minutes home institution salary project position asked,"['uns', 'lecturer', 'whose', 'homes', 'serena', 'every', 'day', 'salary', 'tolls', 'travel', 'minutes', 'home', 'institution', 'salary', 'project', 'position', 'asked']",17
Sun Jun 07,17:19:04,"@Fahmi_Ucink @BetaEpsilonPhi Kampus apa? Negeri? Dosen yang gaji negara, bukan mahasiswa. Kampus swasta? Kalau dosen itu udah bisa haji, bukan dosen sembarangan. Sekarang ente ngomong gini ke kyai atau ulama, yang ngajarin ngaji orang-orang, sopan kagak?",Kampus apa Negeri Dosen yang gaji negara bukan mahasiswa Kampus swasta Kalau dosen itu udah bisa haji bukan dosen sembarangan Sekarang ente ngomong gini ke kyai atau ulama yang ngajarin ngaji orang orang sopan kagak,kampus apa negeri dosen yang gaji negara bukan mahasiswa kampus swasta kalau dosen itu udah bisa haji bukan dosen sembarangan sekarang ente ngomong gini ke kyai atau ulama yang ngajarin ngaji orang orang sopan kagak,kampus apa negeri dosen yang gaji negara bukan mahasiswa kampus swasta kalau dosen itu sudah bisa haji bukan dosen sembarangan sekarang ente mengomong begini ke kyai atau ulama yang mengajari mengaji orang orang sopan kagak,"['sudah', 'mengomong', 'begini', 'mengajari', 'mengaji']","['udah', 'ngomong', 'gini', 'ngajarin', 'ngaji']","[-4375945338045552653, -8001970168777846761, 6068674459458488880, 3844100651946173190, 5647874197369075831]",kampus apa negeri dosen yang gaji negara bukan mahasiswa kampus swasta kalau dosen itu sudah bisa haji bukan dosen sembarangan sekarang ente mengomong begini ke kyai atau ulama yang mengajari mengaji orang orang sopan kagak,what country campus is a lecturer who gets a state salary not a private campus student if the lecturer can do the hajj he not just a random lecturer now are you saying this to kyai or clerics who teach the koran to people who are polite or not,what country institution is a lecturer who gets a state salary not a private institution student if the lecturer can do the hajj he not just a random lecturer now are you saying this to kyai or clerics who teach the koran to people who are polite or not,country institution lecturer gets salary private institution student lecturer hajj random lecturer saying kyai clerics teach koran polite,"['country', 'institution', 'lecturer', 'gets', 'salary', 'private', 'institution', 'student', 'lecturer', 'hajj', 'random', 'lecturer', 'saying', 'kyai', 'clerics', 'teach', 'koran', 'polite']",18
Sun Jun 07,16:34:38,"Gw salty
Ya lu pikir aja ngentot bayar ukt pake apa? Gaji ortu gw. Kalo dolar naik, kebutuhan juga ikutan naik. Trus nanti gabisa bayar ukt.
Gaji dosen juga bisa aja kepangkas gara gara dolar naik, gw sebagai mahasiswa sedih.
Ayam geprek juga udh 12k apa gamakin frustasi",Gw salty Ya lu pikir aja ngentot bayar ukt pake apa Gaji ortu gw Kalo dolar naik kebutuhan juga ikutan naik Trus nanti gabisa bayar ukt Gaji dosen juga bisa aja kepangkas gara gara dolar naik gw sebagai mahasiswa sedih Ayam geprek juga udh 12k apa gamakin frustasi,gw salty ya lu pikir aja ngentot bayar ukt pake apa gaji ortu gw kalo dolar naik kebutuhan juga ikutan naik trus nanti gabisa bayar ukt gaji dosen juga bisa aja kepangkas gara gara dolar naik gw sebagai mahasiswa sedih ayam geprek juga udh 12k apa gamakin frustasi,gue salty ya kamu pikir saja ngentot bayar ukt pakai apa gaji orang tua gue kalau dolar naik kebutuhan juga ikutan naik terus nanti tidak bisa bayar ukt gaji dosen juga bisa saja kepangkas gara gara dolar naik gue sebagai mahasiswa sedih ayam geprek juga sudah 12k apa gamakin frustasi,"['gue', 'kamu', 'saja', 'pakai', 'orang tua', 'gue', 'kalau', 'terus', 'tidak bisa', 'saja', 'gue', 'sudah']","['gw', 'lu', 'aja', 'pake', 'ortu', 'gw', 'kalo', 'trus', 'gabisa', 'aja', 'gw', 'udh']","[574503688437735715, -4919935167860263417, 3102073081575664814, 3363459385689074224, -5732903455011476191, 574503688437735715, -251589963927279761, 4738698282654740668, 182043300946055745, 3102073081575664814, 574503688437735715, -5304065943302597610]",gue salty ya kamu pikir saja ngentot bayar ukt pakai apa gaji orang tua gue kalau dolar naik kebutuhan juga ikutan naik terus nanti tidak bisa bayar ukt gaji dosen juga bisa saja kepangkas gara gara dolar naik gue sebagai mahasiswa sedih ayam geprek juga sudah 12k apa gamakin frustasi,i m salty don t you think it a waste of time to pay for the money what do my parents salaries use if the dollar goes up my needs will also continue to rise then i won t be able to pay for the lecturer salary it could also be cut because the dollar is going up i m a sad student the fried chicken is already 12k isn t that more frustrating,i m salty don t you think it a waste of time to salary for the money what do my parents salary use if the dollar goes up my needs will also continue to rise then i won t be able to salary for the lecturer salary it could also be cut because the dollar is going up i m a sad student the fried chicken is already 12k isn t that more frustrating,salty waste time salary money parents salary use dollar goes needs continue rise able salary lecturer salary cut dollar sad student fried chicken already 12k frustrating,"['salty', 'waste', 'time', 'salary', 'money', 'parents', 'salary', 'use', 'dollar', 'goes', 'needs', 'continue', 'rise', 'able', 'salary', 'lecturer', 'salary', 'cut', 'dollar', 'sad', 'student', 'fried', 'chicken', 'already', '12k', 'frustrating']",26
Sun Jun 07,15:23:33,"@Zaenttt 20jt mungkin emg ga cukup in this economy klo punya banyak tanggungan, tp ini berarti miris bgt buat dosen yg cuman dpt gaji pokok 3jt..",20jt mungkin emg ga cukup in this economy klo punya banyak tanggungan tp ini berarti miris bgt buat dosen yg cuman dpt gaji pokok 3jt,20jt mungkin emg ga cukup in this economy klo punya banyak tanggungan tp ini berarti miris bgt buat dosen yg cuman dpt gaji pokok 3jt,20jt mungkin memang tidak cukup ini this economy kalau punya banyak tanggungan tapi ini berarti miris banget buat dosen yang cuman dapat gaji pokok 3jt,"['memang', 'tidak', 'ini', 'kalau', 'tapi', 'banget', 'yang', 'dapat']","['emg', 'ga', 'in', 'klo', 'tp', 'bgt', 'yg', 'dpt']","[-3410694484016359673, -6394627196483031571, 1654009396136663084, -7068563378850078394, -6771477115786454971, -8322724488752483880, 6026876920451960175, 6045252594680011531]",20jt mungkin memang tidak cukup ini this economy kalau punya banyak tanggungan tapi ini berarti miris banget buat dosen yang cuman dapat gaji pokok 3jt,20 million might not be enough in this economy if you have a lot of dependents but this means it really sad for lecturers who only get a basic salary of 3 million,20 million might not be enough in this economy if you have a lot of dependents but this means it really sad for lecturer who only get a basic salary of 3 million,million might enough economy lot dependents means sad lecturer basic salary million,"['million', 'might', 'enough', 'economy', 'lot', 'dependents', 'means', 'sad', 'lecturer', 'basic', 'salary', 'million']",12
Sun Jun 07,13:47:27,"@ardisatriawan Ketika yg dipikirkan hanya langgeng keuasaan dg menggelontor ribuan dapur MBG sebagai pasukan persiapan 2029 , dibanding ngurusi pendidikan , sekolah rusak dan gaji guru dosen",Ketika yg dipikirkan hanya langgeng keuasaan dg menggelontor ribuan dapur MBG sebagai pasukan persiapan dibanding ngurusi pendidikan sekolah rusak dan gaji guru dosen,ketika yg dipikirkan hanya langgeng keuasaan dg menggelontor ribuan dapur mbg sebagai pasukan persiapan dibanding ngurusi pendidikan sekolah rusak dan gaji guru dosen,ketika yang dipikirkan hanya langgeng keuasaan dengan menggelontor ribuan dapur mbak sebagai pasukan persiapan dibanding ngurusi pendidikan sekolah rusak dan gaji guru dosen,"['yang', 'dengan', 'mbak']","['yg', 'dg', 'mbg']","[6026876920451960175, 1447002547738927362, -7841306949393213849]",ketika yang dipikirkan hanya langgeng keuasaan dengan menggelontor ribuan dapur mbak sebagai pasukan persiapan dibanding ngurusi pendidikan sekolah rusak dan gaji guru dosen,when all you think about is lasting power by pouring in thousands of kitchens miss as a preparatory force rather than taking care of damaged school education and the salaries of lecturers,when all you think about is lasting power by pouring in thousands of kitchens miss as a preparatory force rather than taking care of damaged institution education and the salary of lecturer,lasting power pouring thousands kitchens miss preparatory force rather taking care damaged institution education salary lecturer,"['lasting', 'power', 'pouring', 'thousands', 'kitchens', 'miss', 'preparatory', 'force', 'rather', 'taking', 'care', 'damaged', 'institution', 'education', 'salary', 'lecturer']",16
Sun Jun 07,11:45:48,terus yg begitu2 mau tuh gaji dosen tinggi. bener2 ga ada proses berpikirnya semuanya VIBES aja,terus yg begitu2 mau tuh gaji dosen tinggi bener2 ga ada proses berpikirnya semuanya VIBES aja,terus yg begitu2 mau tuh gaji dosen tinggi bener2 ga ada proses berpikirnya semuanya vibes aja,terus yang begitu2 mau tuh gaji dosen tinggi benar-benar tidak ada proses berpikirnya semuanya vibes saja,"['yang', 'benar-benar', 'tidak', 'saja']","['yg', 'bener2', 'ga', 'aja']","[6026876920451960175, -6369827719352882710, -6394627196483031571, 3102073081575664814]",terus yang begitu2 mau tuh gaji dosen tinggi benar-benar tidak ada proses berpikirnya semuanya vibes saja,then those who really want high lecturer salaries really don t have a thought process it all just vibes,then those who really want high lecturer salary really don t have a thought process it all just vibes,high lecturer salary thought process vibes,"['high', 'lecturer', 'salary', 'thought', 'process', 'vibes']",6
Sun Jun 07,09:50:44,"@MiskinTV_ Banyak dosen yg sombong besar kepala tak tau diri. Sudah lebih sering ngurusin job d luar. Jam mengajar seenaknya, itu bukti dosen bodoh karena mementingkan diri sendiri. Gaji kecil, ya kan di Indonesia dah dari dulu, gaji kecil. Pindah sana ke yaman",Banyak dosen yg sombong besar kepala tak tau diri Sudah lebih sering ngurusin job d luar Jam mengajar seenaknya itu bukti dosen bodoh karena mementingkan diri sendiri Gaji kecil ya kan di Indonesia dah dari dulu gaji kecil Pindah sana ke yaman,banyak dosen yg sombong besar kepala tak tau diri sudah lebih sering ngurusin job d luar jam mengajar seenaknya itu bukti dosen bodoh karena mementingkan diri sendiri gaji kecil ya kan di indonesia dah dari dulu gaji kecil pindah sana ke yaman,banyak dosen yang sombong besar kepala tak tau diri sudah lebih sering mengurusi job luar jam mengajar seenaknya itu bukti dosen bodoh karena mementingkan diri sendiri gaji kecil ya kan di indonesia sudah dari dulu gaji kecil pindah sana ke yaman,"['yang', 'mengurusi', 'sudah']","['yg', 'ngurusin', 'dah']","[6026876920451960175, 5455785468398886814, -3930438427159823902]",banyak dosen yang sombong besar kepala tak tau diri sudah lebih sering mengurusi job luar jam mengajar seenaknya itu bukti dosen bodoh karena mementingkan diri sendiri gaji kecil ya kan di indonesia sudah dari dulu gaji kecil pindah sana ke yaman,many lecturers are arrogant big headed don t know themselves and often take care of work outside of teaching hours as they please that proof that lecturers are stupid because they are self serving right in indonesia people have always had small salaries when they moved there to yemen,many lecturer are arrogant big headed don t know themselves and often take care of work outside of teaching hours as they please that proof that lecturer are stupid because they are self serving right in indonesia people have always had small salary when they moved there to yemen,lecturer arrogant big headed often care work outside teaching hours please proof lecturer stupid self serving indonesia always salary moved yemen,"['lecturer', 'arrogant', 'big', 'headed', 'often', 'care', 'work', 'outside', 'teaching', 'hours', 'please', 'proof', 'lecturer', 'stupid', 'self', 'serving', 'indonesia', 'always', 'salary', 'moved', 'yemen']",21
Sun Jun 07,09:28:19,"@anggarasamvdr nanaonan anjir salim segala. ortu bukan, sodara bukan, guru bukan, dosen bukan, dih

sama bos gue yang gaji gue juga kaga salim, dia siapee anjir kudu salim foto segala.",nanaonan anjir salim segala ortu bukan sodara bukan guru bukan dosen bukan dih sama bos gue yang gaji gue juga kaga salim dia siapee anjir kudu salim foto segala,nanaonan anjir salim segala ortu bukan sodara bukan guru bukan dosen bukan dih sama bos gue yang gaji gue juga kaga salim dia siapee anjir kudu salim foto segala,nanaonan anjir salim segala orang tua bukan sodara bukan guru bukan dosen bukan dih sama bos gue yang gaji gue juga kagak salim dia siapee anjir kudu salim foto segala,"['orang tua', 'kagak']","['ortu', 'kaga']","[-5732903455011476191, 7143018449125798662]",nanaonan anjir salim segala orang tua bukan sodara bukan guru bukan dosen bukan dih sama bos gue yang gaji gue juga kagak salim dia siapee anjir kudu salim foto segala,nanaonan anjir salim all parents not relatives not teachers not lecturers not my boss whose salary is not salim he is ready anjir must salim take photos of everything,nanaonan anjir salim all parents not relatives not lecturer not lecturer not my boss whose salary is not salim he is ready anjir must salim take photos of everything,nanaonan anjir salim parents relatives lecturer lecturer boss whose salary salim ready anjir salim photos everything,"['nanaonan', 'anjir', 'salim', 'parents', 'relatives', 'lecturer', 'lecturer', 'boss', 'whose', 'salary', 'salim', 'ready', 'anjir', 'salim', 'photos', 'everything']",16
